keywords (sub-indicators),Social Determinant Category,Primary Determinant Analyzed,Secondary Determinant Analyzed 1,Secondary Determinant Analyzed 2,Secondary Determinant Analyzed 3,Title,Year Published,Source,Primary Author,Number of Authors,Associated Research Institution,Author Total Works Count,Research Type,Topic ,Subfield,Field,Domain,Aligned SDG ,Research Locations,Cites,Cited By,Research Method,Research Method Population Scale ,Harm Magnitude,Harm Population Impact ,ID,Cluster
Determinants of Health Care Expenditure and Longevity,Healthcare Access,Provider & Pharmacy Availability,Housing,Early Childhood,Stress,Health Care System Rankings,2010,New England journal of medicine/The New England journal of medicine,·,,,,article,Determinants of Health Care Expenditure and Longevity,General Health Professions,Health Professions,Health Sciences,,https://doi.org/10.1056/nejmc1001849,3,3,Case Study,Very Small,High Harm (Highly Determinative of Health/Wealth),Medium Harm - Regional Phenomena or Co-Variance,269,Cluster_5
Economics of Health Care Systems and Policies,Healthcare Access,Provider & Pharmacy Availability,Medical Bills,Language,Stress,Investigating the significance of insurance and income on health service utilization across generational cohorts,2016,Journal of financial services marketing,Genevieve E. O’Connor,1,Sheffield Hallam University,25,article,Economics of Health Care Systems and Policies,Economics and Econometrics,"Economics, Econometrics and Finance",Social Sciences,Decent work and economic growth,https://doi.org/10.1057/fsm.2015.23,43,2,Survey ,Very Large,High Harm (Highly Determinative of Health/Wealth),Medium Harm - Regional Phenomena or Co-Variance,270,Cluster_5
,Healthcare Access,Provider & Pharmacy Availability,Playgrounds,Language,Support Systems,Health Benefits Mandates and Their Potential Impacts on Racial/Ethnic Group Disparities in Insurance Markets,2016,Journal of immigrant and minority health,Shana Alex Charles,7,Center For Policy Research,12,article,Economics of Health Care Systems and Policies,Economics and Econometrics,"Economics, Econometrics and Finance",Social Sciences,Decent work and economic growth,https://doi.org/10.1007/s10903-016-0436-9,21,,Secondary Data Analysis ,Large,Lower Harm (Non-Determinative of Health/Wealth),High Harm - National Population,276,Cluster_5
,Healthcare Access,Provider & Pharmacy Availability,Housing,Early Childhood,,Association Between Prior Insurance and Health Service Utilization Among the Long-Term Uninsured in South Carolina,2019,Health equity,Lu Shi,5,Oregon State University,,article,Economics of Health Care Systems and Policies,Economics and Econometrics,"Economics, Econometrics and Finance",Social Sciences,,https://doi.org/10.1089/heq.2019.0014,31,1,Interview,Small ,Medium Harm (Semi-Determinative of Health/Wealth),High Harm - National Population,279,Cluster_5
,Healthcare Access,Provider & Pharmacy Availability,Playgrounds,Literacy,,Prs 82 Trend And Factors Associated With Preventable Hospitalization Among Chronic Obstructive Pulmonary Disease Patients A Decade Experience Of A National Health Insurance Program,2018,Value in health,Jason Chia‐Hsien Cheng,4,Hainan Medical College Hospital,314,article,Financing of Health Care Systems and Universal Coverage,Finance,"Economics, Econometrics and Finance",Social Sciences,No poverty,https://doi.org/10.1016/j.jval.2018.09.2475,,,Case Study,Small ,Lower Harm (Non-Determinative of Health/Wealth),High Harm - National Population,282,Cluster_5
,Healthcare Access,Provider & Pharmacy Availability,Transportation,Education,,Can States Lead the Way to Universal Coverage? The Effect of Health‐Care Reform on the Uninsured*,2009,Social science quarterly,Ben Lennox Kail,3,Georgia State University,51,article,Economics of Health Care Systems and Policies,Economics and Econometrics,"Economics, Econometrics and Finance",Social Sciences,Partnerships for the goals,https://doi.org/10.1111/j.1540-6237.2009.00658.x,34,,Case Study,Large,High Harm (Highly Determinative of Health/Wealth),Medium Harm - Regional Phenomena or Co-Variance,283,Cluster_5
,Healthcare Access,Provider & Pharmacy Availability,Housing,Food Security,,Do Insurers Risk-Select Against Each Other? Evidence from Medicaid and Implications for Health Reform,2013,,Ilyana Kuziemko,3,Princeton University,80,report,Economics of Health Care Systems and Policies,Economics and Econometrics,"Economics, Econometrics and Finance",Social Sciences,Good health and well-being,https://doi.org/10.3386/w19198,57,16,Survey ,Very Large,Medium Harm (Semi-Determinative of Health/Wealth),Lower Harm - Local Groups,284,Cluster_5
Economics of Health Care Systems and Policies,Healthcare Access,Quality of Care,Expenses,Higher Education,Community Engagement,"Race, Ethnicity and the Dynamics of Health Insurance Coverage",2008,Social Science Research Network,Robert W. Fairlie,2,"University of California, Santa Cruz",410,article,Economics of Health Care Systems and Policies,Economics and Econometrics,"Economics, Econometrics and Finance",Social Sciences,Decent work and economic growth,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=1278908,1,,Focus Group,Very Small,Lower Harm (Non-Determinative of Health/Wealth),Lower Harm - Local Groups,255,Cluster_5
Determinants of Health Care Expenditure and Longevity,Healthcare Access,Quality of Care,Playgrounds,Literacy,Support Systems,The Impact of the Macroeconomy on Health Insurance Coverage: Evidence from the Great Recession,2011,,John Cawley,3,Cornell University,343,report,Determinants of Health Care Expenditure and Longevity,General Health Professions,Health Professions,Health Sciences,Decent work and economic growth,https://doi.org/10.3386/w17600,,18,Case Study,Small ,Lower Harm (Non-Determinative of Health/Wealth),Lower Harm - Local Groups,263,Cluster_5
Epidemiology and Implications of Multimorbidity in Healthcare,Healthcare Access,Quality of Care,Housing,Language,Support Systems,Health Insurance Literacy and Health Disparities in the United States: A Literature Review,2019,"The International journal of information, diversity, & inclusion",Emily Vardell,1,Emporia State University,64,article,Epidemiology and Implications of Multimorbidity in Healthcare,Epidemiology,Medicine,Health Sciences,Quality education,https://doi.org/10.33137/ijidi.v3i4.33012,5,6,Survey ,Very Large,Lower Harm (Non-Determinative of Health/Wealth),Medium Harm - Regional Phenomena or Co-Variance,266,Cluster_5
Economics of Health Care Systems and Policies,Healthcare Access,Quality of Care,Housing,Food Security,Community Engagement,Unmet Healthcare Needs and Healthcare Access Gaps Among Uninsured U.S. Adults Aged 50–64,2020,International journal of environmental research and public health/International journal of environmental research and public health,Namkee G. Choi,3,The University of Texas at Austin,279,article,Economics of Health Care Systems and Policies,Economics and Econometrics,"Economics, Econometrics and Finance",Social Sciences,,https://doi.org/10.3390/ijerph17082711,15,11,Secondary Data Analysis ,Very Small,Medium Harm (Semi-Determinative of Health/Wealth),Medium Harm - Regional Phenomena or Co-Variance,272,Cluster_5
,Healthcare Access,Quality of Care,Housing,Literacy,,Racial and Ethnic Disparities Remain in Health Insurance Coverage Among Adults Ages 50 to 64,2023,,Olivia Dean,6,Deakin University,395,report,Economics of Health Care Systems and Policies,Economics and Econometrics,"Economics, Econometrics and Finance",Social Sciences,Decent work and economic growth,https://doi.org/10.26419/ppi.00195.001,2,1,Secondary Data Analysis ,Medium,Lower Harm (Non-Determinative of Health/Wealth),Lower Harm - Local Groups,277,Cluster_5
,Healthcare Access,Quality of Care,Support,Social Integration,,Pdb 62 Effects Of Health Insurance Plan Type On Health Care Resource Utilization In Adult Working Age Patients With Type 2 Diabetes Mellitus,2010,Value in health,J. K. Kirk,6,Wake Forest University,4,article,Financing of Health Care Systems and Universal Coverage,Finance,"Economics, Econometrics and Finance",Social Sciences,Decent work and economic growth,https://doi.org/10.1016/s1098-3015(10)72306-8,,,Focus Group,Medium,Lower Harm (Non-Determinative of Health/Wealth),High Harm - National Population,278,Cluster_5
,Healthcare Access,Quality of Care,Expenses,Access to Healthy Options,,Are Americans Finding Affordable Coverage in the Health Insurance Marketplaces? Results from the Commonwealth Fund Affordable Care Act Tracking Survey,2014,,Petra W. Rasmussen,4,RAND Corporation,45,report,Economics of Health Care Systems and Policies,Economics and Econometrics,"Economics, Econometrics and Finance",Social Sciences,No poverty,https://doi.org/10.15868/socialsector.25010,2,,Focus Group,Large,Lower Harm (Non-Determinative of Health/Wealth),Lower Harm - Local Groups,280,Cluster_5
,Healthcare Access,Quality of Care,Debt,Literacy,,237 Impact of the Affordable Care Act on the Health Care Coverage of Patients Seen in the Emergency Department: Initial First Quarter Findings,2014,Annals of emergency medicine,Theodore C. Chan,4,University of California,335,article,Economics of Health Care Systems and Policies,Economics and Econometrics,"Economics, Econometrics and Finance",Social Sciences,,https://doi.org/10.1016/j.annemergmed.2014.07.264,,1,Survey ,Medium,High Harm (Highly Determinative of Health/Wealth),Medium Harm - Regional Phenomena or Co-Variance,281,Cluster_5
,Healthcare Access,Quality of Care,Debt,Access to Healthy Options,,Insuring the Uninsured: Reducing the Barriers to Public Insurance,2015,The qualitative report,Cynthia M. Saunders,1,University of Maryland,5,article,Economics of Health Care Systems and Policies,Economics and Econometrics,"Economics, Econometrics and Finance",Social Sciences,Quality education,https://doi.org/10.46743/2160-3715/2006.1664,19,1,Content Analysis ,Very Small,Lower Harm (Non-Determinative of Health/Wealth),Medium Harm - Regional Phenomena or Co-Variance,288,Cluster_5
,Healthcare Access,Quality of Care,Expenses,Early Childhood,,Health Equity,2019,Global bioethics enquiry,Gunjan Pandey,1,Commonwealth Scientific and Industrial Research Organisation,206,article,Economics of Health Care Systems and Policies,Economics and Econometrics,"Economics, Econometrics and Finance",Social Sciences,,https://doi.org/10.38020/gbe.7.2.2019.100-102,,,Interview,Medium,Lower Harm (Non-Determinative of Health/Wealth),Lower Harm - Local Groups,289,Cluster_5
,Healthcare Access,Quality of Care,Playgrounds,Walkability,,The Impacts Of A Free Health Insurance Policy In Vietnam,2021,,Khoa D. Nguyen,1,Ho Chi Minh City University of Technology,157,dissertation,Financing of Health Care Systems and Universal Coverage,Finance,"Economics, Econometrics and Finance",Social Sciences,Decent work and economic growth,https://doi.org/10.26686/wgtn.17152013,137,1,Content Analysis ,Large,Lower Harm (Non-Determinative of Health/Wealth),Lower Harm - Local Groups,290,Cluster_5
,Healthcare Access,Quality of Care,Expenses,Language,,Health insurance options for dialysis patients,2022,,Jacqueline Lapacek,1,Universidad del Noreste,1,dissertation,Economics of Health Care Systems and Policies,Economics and Econometrics,"Economics, Econometrics and Finance",Social Sciences,,https://doi.org/10.17760/d20420732,3,,Controlled Expirement,Small ,High Harm (Highly Determinative of Health/Wealth),Lower Harm - Local Groups,292,Cluster_5
Effects of Residential Segregation on Communities and Individuals,Neighborhood & Physical Environment,Housing,Employment,Access to Healthy Options,Access to Linguistically & Culturally Appropriate Care,The Residential Preferences of Blacks: Do They Explain Persistent Segregation?,2002,Social forces,Maria Krysan,2,University of Illinois at Chicago,73,article,Effects of Residential Segregation on Communities and Individuals,Sociology and Political Science,Social Sciences,Social Sciences,Reduced inequalities,https://doi.org/10.1353/sof.2002.0011,29,351,Longitudinal Study,Medium,Medium Harm (Semi-Determinative of Health/Wealth),High Harm - National Population,54,Cluster_1
Racial Discrimination and Health Inequities,Neighborhood & Physical Environment,Housing,Expenses,Support Systems,Health Coverage,Everyday Discrimination Typologies Among Older African Americans: Gender and Socioeconomic Status,2019,"The journals of gerontology. Series B, Psychological sciences and social sciences", Dawne M. Mouzon,5,"Rutgers, The State University of New Jersey",52,article,Racial Discrimination and Health Inequities,Sociology and Political Science,Social Sciences,Social Sciences,Gender equality,https://doi.org/10.1093/geronb/gbz088,42,25,Case Study,Medium,High Harm (Highly Determinative of Health/Wealth),High Harm - National Population,56,Cluster_1
Racial Discrimination and Health Inequities,Neighborhood & Physical Environment,Housing,Education,Stress,Health Coverage,"African American, Hispanic, and White Beliefs about Black/White Inequality, 1977-2004",2007,American sociological review,Matthew O. Hunt,1,Universidad del Noreste,47,article,Racial Discrimination and Health Inequities,Sociology and Political Science,Social Sciences,Social Sciences,Reduced inequalities,https://doi.org/10.1177/000312240707200304,66,239,Survey ,Medium,Medium Harm (Semi-Determinative of Health/Wealth),High Harm - National Population,58,Cluster_1
Consequences of Mortgage Credit Expansion and Housing Market Dynamics,Neighborhood & Physical Environment,Housing,Expenses,Social Integration,,Discrimination in Metropolitan Housing Markets: National Results from Phase I of HDS2000,2002,PsycEXTRA Dataset,Margery Austin Turner,4, Urban Institute,102,dataset,Consequences of Mortgage Credit Expansion and Housing Market Dynamics,Economics and Econometrics,"Economics, Econometrics and Finance",Social Sciences,"Peace, justice, and strong institutions",https://doi.org/10.1037/e717912011-001,7,196,Secondary Data Analysis ,Very Small,Lower Harm (Non-Determinative of Health/Wealth),Lower Harm - Local Groups,63,Cluster_1
Immigrant Entrepreneurship in Advanced Economies,Neighborhood & Physical Environment,Housing,Vocational Training,Community Engagement,Provider & Pharmacy Availability,Interpersonal Discrimination Against Hmong Americans: Parallels and Variation in Microlevel Racial inequality,2000,Sociological quarterly,Jeremy Hein,1, University of Wisconsin–Eau Claire,78,article,Immigrant Entrepreneurship in Advanced Economies,Sociology and Political Science,Social Sciences,Social Sciences,Reduced inequalities,https://doi.org/10.1111/j.1533-8525.2000.tb00085.x,35,34,Secondary Data Analysis ,Very Small,Medium Harm (Semi-Determinative of Health/Wealth),High Harm - National Population,70,Cluster_1
Consequences of Mortgage Credit Expansion and Housing Market Dynamics,Neighborhood & Physical Environment,Housing,Literacy,Support Systems,Quality of Care,Who Received Loans? Home Owners’ Loan Corporation Lending and Discrimination in Philadelphia in the 1930s,,Journal of planning history,Amy Hillier,1,University of Pennsylvania,174,article,Consequences of Mortgage Credit Expansion and Housing Market Dynamics,Economics and Econometrics,"Economics, Econometrics and Finance",Social Sciences,"Reduced inequalities, Peace, justice, and strong institutions",https://doi.org/10.1177/1538513202239694,16,64,Focus Group,Large,Lower Harm (Non-Determinative of Health/Wealth),Medium Harm - Regional Phenomena or Co-Variance,71,Cluster_1
Racial Discrimination and Health Inequities,Neighborhood & Physical Environment,Housing,Vocational Training,Access to Healthy Options,Health Coverage,“A Dream Deferred”: How Discrimination Impacts the American Dream Achievement for African Americans,2019,Journal of black studies," Joslyn Armstrong,",5, Lewis & Clark College,5,article,Racial Discrimination and Health Inequities,Sociology and Political Science,Social Sciences,Social Sciences,"Reduced inequalities, Peace, justice, and strong institutions",https://doi.org/10.1177/0021934719833330,32,2,Interview,Medium,Lower Harm (Non-Determinative of Health/Wealth),Medium Harm - Regional Phenomena or Co-Variance,74,Cluster_1
,Neighborhood & Physical Environment,Housing,Employment,Exposure to Violence / Trauma,,"Exploring the Relationship between Race-Related Stress, Identity, and Well-Being among African Americans",2004,The Western journal of black studies,Darrick Tovar‐Murray,2,DePaul University,15,article,Health Effects of Precarious Employment and Unemployment,General Health Professions,Health Professions,Health Sciences,,https://scholarworks.wmich.edu/cgi/viewcontent.cgi?article=2313&context=dissertations,96,12,Survey ,Large,High Harm (Highly Determinative of Health/Wealth),Medium Harm - Regional Phenomena or Co-Variance,93,Cluster_1
Racial Discrimination and Health Inequities,Neighborhood & Physical Environment,Parks,Employment,Food Security,Health Coverage,"Neighborhood Racial Composition, Racial Discrimination, and Depressive Symptoms in African Americans",2014,American journal of community psychology,Devin English,4, Rutgers,44,article,Racial Discrimination and Health Inequities,Sociology and Political Science,Social Sciences,Social Sciences,"Reduced inequalities, Peace, justice, and strong institutions",https://doi.org/10.1007/s10464-014-9666-y,53,72,Survey ,Small ,Medium Harm (Semi-Determinative of Health/Wealth),High Harm - National Population,51,Cluster_1
Effects of Residential Segregation on Communities and Individuals,Neighborhood & Physical Environment,Parks,Education,Exposure to Violence / Trauma,Access to Linguistically & Culturally Appropriate Care,Mortgage discrimination and preterm birth among African American women: An exploratory study,2019,Health and place/Health & place (Online),Nana Matoba,5,University of California  ,27,article,Effects of Residential Segregation on Communities and Individuals,Sociology and Political Science,Social Sciences,Social Sciences,Gender equality,https://doi.org/10.1016/j.healthplace.2019.102193,52,35,Longitudinal Study,Medium,Medium Harm (Semi-Determinative of Health/Wealth),Medium Harm - Regional Phenomena or Co-Variance,53,Cluster_1
Impact of Social Factors on Health Outcomes,Neighborhood & Physical Environment,Parks,Medical Bills,Exposure to Violence / Trauma,Access to Linguistically & Culturally Appropriate Care,Racial and Spatial Relations as Fundamental Determinants of Health in Detroit,2002,The Milbank quarterly,Amy J. Schulz,4,University of Michigan–Ann Arbor,199,article,Impact of Social Factors on Health Outcomes,Health,Social Sciences,Social Sciences,Good health and well-being,https://doi.org/10.1111/1468-0009.00028,86,331,Secondary Data Analysis ,Very Small,High Harm (Highly Determinative of Health/Wealth),Medium Harm - Regional Phenomena or Co-Variance,55,Cluster_1
Labor Market Discrimination and Inequality in Employment,Neighborhood & Physical Environment,Parks,Education,Community Engagement,Quality of Care,Do landlords discriminate in the rental housing market? Evidence from an internet field experiment in US cities,2011,Journal of urban economics, Andrew Hanson,2, University of Illinois at Chicago,96,article,Labor Market Discrimination and Inequality in Employment,Sociology and Political Science,Social Sciences,Social Sciences,Reduced inequalities,https://doi.org/10.1016/j.jue.2011.02.003,24,202,Focus Group,Large,High Harm (Highly Determinative of Health/Wealth),Lower Harm - Local Groups,57,Cluster_1
Racial Discrimination and Health Inequities,Neighborhood & Physical Environment,Parks,Education,Support Systems,Provider & Pharmacy Availability,Discrimination and drinking: A systematic review of the evidence,2016,Social science & medicine," Paul A. Gilbert,",2,University of Iowa,150,article,Racial Discrimination and Health Inequities,Sociology and Political Science,Social Sciences,Social Sciences,Gender equality,https://doi.org/10.1016/j.socscimed.2016.06.009,136,154,Longitudinal Study,Small ,Medium Harm (Semi-Determinative of Health/Wealth),Lower Harm - Local Groups,61,Cluster_1
Consequences of Mortgage Credit Expansion and Housing Market Dynamics,Neighborhood & Physical Environment,Parks,Expenses,Access to Healthy Options,,"The Subprime Mortgage Calamity and the African American Woman
",2012,The Review of Black political economy/Review of Black political economy,Sandra Phillips,1,Syracuse University,9,article,Consequences of Mortgage Credit Expansion and Housing Market Dynamics,Economics and Econometrics,"Economics, Econometrics and Finance",Social Sciences,Gender equality,https://doi.org/10.1007/s12114-011-9107-1,6,34,Case Study,Medium,Lower Harm (Non-Determinative of Health/Wealth),Lower Harm - Local Groups,75,Cluster_1
Effects of Residential Segregation on Communities and Individuals,Neighborhood & Physical Environment,Playgrounds,Vocational Training,Food Security,Health Coverage,"Housing Discrimination and Urban Poverty of African-Americans
",2001,,George Galster,1,Wayne State University,294,article,Effects of Residential Segregation on Communities and Individuals,Sociology and Political Science,Social Sciences,Social Sciences,No poverty,https://www.researchgate.net/profile/George_Galster2/publication/246387681_Housing_Discrimination_and_Urban_Poverty_of_African-Americans/links/549db5d80cf2fedbc3119889.pdf,53,38,Survey ,Very Large,High Harm (Highly Determinative of Health/Wealth),Medium Harm - Regional Phenomena or Co-Variance,52,Cluster_1
Effects of Residential Segregation on Communities and Individuals,Neighborhood & Physical Environment,Playgrounds,Income,Higher Education,,Does race matter? The phenomenology of discrimination experienced among African Americans,2006,Journal of African American studies,Michael L. Birzer,2, Wichita State University,39,article,Effects of Residential Segregation on Communities and Individuals,Sociology and Political Science,Social Sciences,Social Sciences,Gender equality,https://doi.org/10.1007/s12111-006-1001-8,42,24,Case Study,Small ,Lower Harm (Non-Determinative of Health/Wealth),Medium Harm - Regional Phenomena or Co-Variance,64,Cluster_1
Effects of Residential Segregation on Communities and Individuals,Neighborhood & Physical Environment,Playgrounds,Language,Community Engagement,,"Does race matter in the search for housing? An exploratory study of search strategies, experiences, and locations",2008,Social science research,Maria Krysan,1,University of Illinois at Chicago,73,article,Effects of Residential Segregation on Communities and Individuals,Sociology and Political Science,Social Sciences,Social Sciences,,https://doi.org/10.1016/j.ssresearch.2007.06.001,28,76,Controlled Expirement,Large,Medium Harm (Semi-Determinative of Health/Wealth),Lower Harm - Local Groups,67,Cluster_1
Effects of Residential Segregation on Communities and Individuals,Neighborhood & Physical Environment,Playgrounds,Support,Stress,,Crossing the class and color lines: from public housing to white suburbia,2000,Choice/Choice reviews,,,,,article,Effects of Residential Segregation on Communities and Individuals,Sociology and Political Science,Social Sciences,Social Sciences,No poverty,https://doi.org/10.5860/choice.38-1869,,112,Longitudinal Study,Small ,High Harm (Highly Determinative of Health/Wealth),Lower Harm - Local Groups,68,Cluster_1
Effects of Residential Segregation on Communities and Individuals,Neighborhood & Physical Environment,Playgrounds,Expenses,Exposure to Violence / Trauma,Policing / Justice Policy,Discrimination in Metropolitan Housing Markets: National Results from Phase 1 of the Housing Discrimination Study (HDS),2002,RePEc: Research Papers in Economics," Margery Austin Turner,",4," Urban Institute,",102,preprint,Effects of Residential Segregation on Communities and Individuals,Sociology and Political Science,Social Sciences,Social Sciences,"Reduced inequalities, Peace, justice, and strong institutions",http://digitalcommons.uconn.edu/econ_wpapers/200216/,1,28,Longitudinal Study,Small ,High Harm (Highly Determinative of Health/Wealth),Medium Harm - Regional Phenomena or Co-Variance,72,Cluster_1
Civil Rights Movement and Black Studies,Neighborhood & Physical Environment,Playgrounds,Early Childhood,Support Systems,Quality of Care,As long as they don't move next door: segregation and racial conflict in American neighborhoods,2000,Choice/Choice reviews,,,,,article,Civil Rights Movement and Black Studies,Sociology and Political Science,Social Sciences,Social Sciences,"Reduced inequalities, Peace, justice, and strong institutions",https://doi.org/10.5860/choice.38-0632,,54,Survey ,Large,Lower Harm (Non-Determinative of Health/Wealth),High Harm - National Population,73,Cluster_1
Racial Discrimination and Health Inequities,Neighborhood & Physical Environment,Transportation,Medical Bills,Higher Education,Access to Linguistically & Culturally Appropriate Care,Perceived Discrimination and Heavy Episodic Drinking Among African-American Youth: Differences by Age and Reason for Discrimination,2015,Journal of adolescent health, Aubrey Spriggs Madkour,6,Tulane University,44,article,Racial Discrimination and Health Inequities,Sociology and Political Science,Social Sciences,Social Sciences,,https://doi.org/10.1016/j.jadohealth.2015.07.016,37,14,Survey ,Small ,Medium Harm (Semi-Determinative of Health/Wealth),Medium Harm - Regional Phenomena or Co-Variance,59,Cluster_1
Effects of Residential Segregation on Communities and Individuals,Neighborhood & Physical Environment,Transportation,Early Childhood,Social Integration,,Beyond Discrimination: Understanding African American Inequality in the Twenty-First Century,2008,Dissent, Michael B. Katz,2, Long Island University,442,article,Effects of Residential Segregation on Communities and Individuals,Sociology and Political Science,Social Sciences,Social Sciences,Gender equality,https://doi.org/10.1353/dss.2008.0015,,7,Case Study,Very Large,High Harm (Highly Determinative of Health/Wealth),Medium Harm - Regional Phenomena or Co-Variance,65,Cluster_1
Effects of Residential Segregation on Communities and Individuals,Neighborhood & Physical Environment,Transportation,Support,Stress,,Why Is Black–White Residential Segregation So Persistent?: Evidence on Three Theories from Migration Data,2002,Social science research,Lincoln Quillian,1, Northwestern University,61,article,Effects of Residential Segregation on Communities and Individuals,Sociology and Political Science,Social Sciences,Social Sciences,Reduced inequalities,https://doi.org/10.1006/ssre.2001.0726,55,184,Case Study,Small ,High Harm (Highly Determinative of Health/Wealth),Medium Harm - Regional Phenomena or Co-Variance,66,Cluster_1
Racial Discrimination and Health Inequities,Neighborhood & Physical Environment,Walkability,Vocational Training,Higher Education,Access to Linguistically & Culturally Appropriate Care,Trajectories of Racial Discrimination That Predict Problematic Alcohol Use Among African American Emerging Adults,2017,Emerging adulthood, Daniel B. Lee,5, University of Michigan–Ann Arbor,49,article,Racial Discrimination and Health Inequities,Sociology and Political Science,Social Sciences,Social Sciences,Gender equality,https://doi.org/10.1177/2167696817739022,56,18,Survey ,Small ,High Harm (Highly Determinative of Health/Wealth),Lower Harm - Local Groups,60,Cluster_1
Effects of Residential Segregation on Communities and Individuals,Neighborhood & Physical Environment,Walkability,Literacy,Food Security,Policing / Justice Policy,The Complexities and Processes of Racial Housing Discrimination,2009,Social problems," Vincent J. Roscigno,",3,"The Ohio State University,",130,article,Effects of Residential Segregation on Communities and Individuals,Sociology and Political Science,Social Sciences,Social Sciences,Reduced inequalities,https://doi.org/10.1525/sp.2009.56.1.49,33,151,Controlled Expirement,Large,Medium Harm (Semi-Determinative of Health/Wealth),High Harm - National Population,62,Cluster_1
Effects of Residential Segregation on Communities and Individuals,Neighborhood & Physical Environment,Walkability,Literacy,Access to Healthy Options,,The Ecology of Racial Discrimination,2003,City & community, Mary J. Fischer,2,Norwich University,57,article,Effects of Residential Segregation on Communities and Individuals,Sociology and Political Science,Social Sciences,Social Sciences,Gender equality,https://doi.org/10.1111/j.1535-6841.2004.00079.x,27,88,Focus Group,Small ,High Harm (Highly Determinative of Health/Wealth),Lower Harm - Local Groups,69,Cluster_1
,"Neighborhood & Physical Environment	",Housing,Early Childhood,Exposure to Violence / Trauma,,Feeling Like an “Odd Duck”,2021,Journal of the American Planning Association,Ivis García,7,Texas A&M University,71,article,Effects of Residential Segregation on Communities and Individuals,Sociology and Political Science,Social Sciences,Social Sciences,Reduced inequalities,https://doi.org/10.1080/01944363.2020.1858936,65,12,Controlled Expirement,Small ,High Harm (Highly Determinative of Health/Wealth),Lower Harm - Local Groups,77,Cluster_1
,"Neighborhood & Physical Environment	",Housing,Literacy,Support Systems,,Modeling Minority Stress Effects on Homelessness and Health Disparities among Young Men Who Have Sex with Men,2014,Journal of urban health,Douglas Bruce,4,DePaul University,61,article,Impact of Homelessness on Health and Well-being,General Health Professions,Health Professions,Health Sciences,Gender equality,https://doi.org/10.1007/s11524-014-9876-5,45,41,Content Analysis ,Very Large,Lower Harm (Non-Determinative of Health/Wealth),Lower Harm - Local Groups,82,Cluster_1
,"Neighborhood & Physical Environment	",Housing,Education,Higher Education,,"Spatial Mismatch is not Always a Central-city Problem: An Analysis of Commuting Behaviour in Cleveland, Ohio, and its Suburbs",2001,Urban studies,Paul Gottlieb,2,City University of New York,280,article,Effects of Residential Segregation on Communities and Individuals,Sociology and Political Science,Social Sciences,Social Sciences,,https://doi.org/10.1080/00420980120051701,19,49,Content Analysis ,Very Large,Lower Harm (Non-Determinative of Health/Wealth),Lower Harm - Local Groups,89,Cluster_1
,"Neighborhood & Physical Environment	",Housing,Early Childhood,Exposure to Violence / Trauma,,Insuring Inequality: The Role of the Federal Housing Administration in the Urban Ghettoization of African Americans,2008,Law & social inquiry,J. M. Kimble,1,Natural Resources Conservation Service,2902,article,Effects of Residential Segregation on Communities and Individuals,Sociology and Political Science,Social Sciences,Social Sciences,Reduced inequalities,https://doi.org/10.1111/j.1747-4465.2007.00064.x,12,35,Secondary Data Analysis ,Very Large,Lower Harm (Non-Determinative of Health/Wealth),Medium Harm - Regional Phenomena or Co-Variance,94,Cluster_1
,"Neighborhood & Physical Environment	",Housing,Expenses,Higher Education,,"The Persistence of Segregation in Buffalo, New York:Comer VS. Cisnerosand Geographies of Relocation Decisions Among Low-Income Black Households",2006,Urban geography,Dan Trudeau,1,Macalester College,38,article,Effects of Residential Segregation on Communities and Individuals,Sociology and Political Science,Social Sciences,Social Sciences,Reduced inequalities,https://doi.org/10.2747/0272-3638.27.1.20,37,29,Focus Group,Very Small,High Harm (Highly Determinative of Health/Wealth),High Harm - National Population,97,Cluster_1
,"Neighborhood & Physical Environment	",Housing,Income,Stress,,"Fragile rights within cities: government, housing, and fairness",2007,Choice/Choice reviews,,,,,article,Effects of Residential Segregation on Communities and Individuals,Sociology and Political Science,Social Sciences,Social Sciences,Reduced inequalities,https://doi.org/10.5860/choice.44-7113,,26,Interview,Very Small,High Harm (Highly Determinative of Health/Wealth),Lower Harm - Local Groups,100,Cluster_1
,"Neighborhood & Physical Environment	",Parks,Employment,Food Security,,Fragile health and fragile wealth: Mortgage strain among African American homeowners,2014,Social science & medicine,Danya E. Keene,3,Yale University,118,article,Effects of Residential Segregation on Communities and Individuals,Sociology and Political Science,Social Sciences,Social Sciences,No poverty,https://doi.org/10.1016/j.socscimed.2014.07.063,28,30,Focus Group,Very Large,Lower Harm (Non-Determinative of Health/Wealth),High Harm - National Population,83,Cluster_1
,"Neighborhood & Physical Environment	",Parks,Early Childhood,Access to Healthy Options,,African American and Latino discrimination complaints: comparing volume and outcomes,2021,Social science quarterly,Charles S. Bullock,3,United States Air Force Research Laboratory,286,article,Effects of Residential Segregation on Communities and Individuals,Sociology and Political Science,Social Sciences,Social Sciences,,https://doi.org/10.1111/ssqu.13005,20,1,Controlled Expirement,Large,Medium Harm (Semi-Determinative of Health/Wealth),Medium Harm - Regional Phenomena or Co-Variance,85,Cluster_1
